link,missing_rate,method_type,method,rmse,nrmse,r2,mape
rs-pb,0.25,baseline,RollingMean,416.49,34.6,0.5318832289448275,13.16
rs-pb,0.25,baseline,LinearInterpolation,385.53,32.03,0.5988782438942396,12.08
rs-pb,0.25,stacking,StackingRegressor,559.065,33.3625,-0.6877,21.2825
rs-pb,0.3,baseline,Mean,590.77,49.52,-0.007414446771180305,38.66
rs-pb,0.3,baseline,Median,651.49,54.61,-0.22515331026568774,15.36
rs-pb,0.3,baseline,KNNImputer,590.77,49.52,-0.007414446771180305,38.66
rs-pb,0.3,baseline,ForwardFill,443.72,37.19,0.431692748133064,15.83
rs-pb,0.3,baseline,BackwardFill,492.33,41.27,0.30033065103999346,16.2
rs-pb,0.3,baseline,RollingMean,426.14,35.72,0.4758177079617014,14.6
rs-pb,0.3,baseline,LinearInterpolation,397.05,33.28,0.544948859911305,13.97
rs-pb,0.3,stacking,StackingRegressor,798.54,49.6167,-2.1256,36.56
rs-pb,0.35,baseline,Mean,590.73,49.61,-0.009800720500233062,39.19
rs-pb,0.35,baseline,Median,649.67,54.56,-0.22135527822495926,15.26
rs-pb,0.35,baseline,KNNImputer,590.73,49.61,-0.009800720500233062,39.19
rs-pb,0.35,baseline,ForwardFill,446.63,37.51,0.42275191277478363,16.22
rs-pb,0.35,baseline,BackwardFill,489.64,41.12,0.30623840954632064,16.35
rs-pb,0.35,baseline,RollingMean,438.15,36.8,0.44448651549667295,15.36
rs-pb,0.35,baseline,LinearInterpolation,399.82,33.58,0.5374295341668867,14.58
rs-pb,0.35,stacking,StackingRegressor,798.54,49.6167,-2.1256,36.56
rs-pb,0.4,baseline,Mean,583.74,49.49,-0.019943346215944624,40.16
rs-pb,0.4,baseline,Median,635.62,53.89,-0.2093053135774232,15.06
rs-pb,0.4,baseline,KNNImputer,583.74,49.49,-0.019943346215944624,40.16
rs-pb,0.4,baseline,ForwardFill,463.65,39.31,0.3565406665524107,16.68
rs-pb,0.4,baseline,BackwardFill,490.29,41.57,0.2804781912749118,16.77
rs-pb,0.4,baseline,RollingMean,453.1,38.41,0.3854824737446748,15.91
rs-pb,0.4,baseline,LinearInterpolation,413.48,35.05,0.48825020259234186,14.99
rs-pb,0.4,stacking,StackingRegressor,798.54,49.6167,-2.1256,36.56
rs-pb,0.45,baseline,Mean,585.21,49.25,-0.015834214637119315,39.77
rs-pb,0.45,baseline,Median,641.8,54.01,-0.22177131304490438,15.34
rs-pb,0.45,baseline,KNNImputer,585.21,49.25,-0.015834214637119315,39.77
rs-pb,0.45,baseline,ForwardFill,468.84,39.45,0.3480164883579685,16.3
rs-pb,0.45,baseline,BackwardFill,499.33,42.02,0.26044384963801426,16.69
rs-pb,0.45,baseline,RollingMean,461.36,38.83,0.368639365279124,15.93
rs-pb,0.45,baseline,LinearInterpolation,419.02,35.26,0.4792072833807238,14.84
rs-pb,0.45,stacking,StackingRegressor,798.54,49.6167,-2.1256,36.56
rs-pb,0.5,baseline,Mean,596.67,49.78,-0.010189964580954225,39.65
rs-pb,0.5,baseline,Median,657.77,54.88,-0.22766780022866673,15.61
rs-pb,0.5,baseline,KNNImputer,596.67,49.78,-0.010189964580954225,39.65
rs-pb,0.5,baseline,ForwardFill,511.43,42.67,0.2578350489054473,17.63
rs-pb,0.5,baseline,BackwardFill,509.33,42.5,0.26390310393775795,16.43
rs-pb,0.5,baseline,RollingMean,503.59,42.02,0.28041359052071546,17.2
rs-pb,0.5,baseline,LinearInterpolation,456.93,38.12,0.40759017789253404,15.57
rs-pb,0.5,stacking,StackingRegressor,798.54,49.6167,-2.1256,36.56
rs-pi,0.2,baseline,Mean,30.23,3.49,-0.003936635833050373,1.83
rs-pi,0.2,baseline,Median,30.68,3.55,-0.03386698755447415,1.67
rs-pi,0.2,baseline,KNNImputer,30.23,3.49,-0.003936635833050373,1.83
rs-pi,0.2,baseline,ForwardFill,35.62,4.12,-0.3933779268877333,2.14
rs-pi,0.2,baseline,BackwardFill,33.07,3.82,-0.2010625614772381,2.03
rs-pi,0.2,baseline,RollingMean,36.76,4.25,-0.4842461056238905,2.08
rs-pi,0.2,baseline,LinearInterpolation,33.03,3.82,-0.19820178783868236,1.88
rs-pi,0.2,stacking,StackingRegressor,36.41,4.238,0.1476,3.482
rs-pi,0.25,baseline,Mean,49.75,5.77,-0.00033243656529657883,2.86
rs-pi,0.25,baseline,Median,50.34,5.83,-0.02416981362837256,2.73
rs-pi,0.25,baseline,KNNImputer,49.75,5.77,-0.00033243656529657883,2.86
rs-pi,0.25,baseline,ForwardFill,55.88,6.48,-0.26204275573491764,3.28
rs-pi,0.25,baseline,BackwardFill,30.7,3.56,0.6190353943333422,1.94
rs-pi,0.25,baseline,RollingMean,55.25,6.4,-0.23345690040617173,3.18
rs-pi,0.25,baseline,LinearInterpolation,38.73,4.49,0.39366229619451365,2.43
rs-pi,0.25,stacking,StackingRegressor,26.02,3.0175,0.567,1.75
rs-pi,0.3,baseline,Mean,50.06,5.8,-0.0006701538901570103,2.86
rs-pi,0.3,baseline,Median,50.66,5.87,-0.02502413558503669,2.71
rs-pi,0.3,baseline,KNNImputer,50.06,5.8,-0.0006701538901570103,2.86
rs-pi,0.3,baseline,ForwardFill,49.91,5.79,0.0051489426430332275,2.99
rs-pi,0.3,baseline,BackwardFill,41.51,4.81,0.3120251470462525,2.24
rs-pi,0.3,baseline,RollingMean,51.54,5.97,-0.06072488341423643,2.99
rs-pi,0.3,baseline,LinearInterpolation,38.21,4.43,0.4170644498913201,2.38
rs-pi,0.3,stacking,StackingRegressor,33.7333,3.8967,-0.378,2.5533
rs-pi,0.35,baseline,Mean,46.49,5.38,-6.400916660487255e-06,2.61
rs-pi,0.35,baseline,Median,47.01,5.44,-0.02264784991141422,2.44
rs-pi,0.35,baseline,KNNImputer,46.49,5.38,-6.400916660487255e-06,2.61
rs-pi,0.35,baseline,ForwardFill,51.88,6.01,-0.24523197629770888,3.04
rs-pi,0.35,baseline,BackwardFill,39.46,4.57,0.27972214300421594,2.14
rs-pi,0.35,baseline,RollingMean,52.12,6.03,-0.2566400922449046,3.0
rs-pi,0.35,baseline,LinearInterpolation,37.78,4.37,0.33971658115177805,2.32
rs-pi,0.35,stacking,StackingRegressor,33.7333,3.8967,-0.378,2.5533
rs-pi,0.4,baseline,Mean,44.84,5.19,-1.1199559006191961e-05,2.52
rs-pi,0.4,baseline,Median,45.37,5.25,-0.02389667667824069,2.34
rs-pi,0.4,baseline,KNNImputer,44.84,5.19,-1.1199559006191961e-05,2.52
rs-pi,0.4,baseline,ForwardFill,50.46,5.84,-0.2663485828726002,2.85
rs-pi,0.4,baseline,BackwardFill,38.3,4.43,0.27047959278433,2.09
rs-pi,0.4,baseline,RollingMean,50.39,5.83,-0.2628058954414627,2.82
rs-pi,0.4,baseline,LinearInterpolation,38.44,4.45,0.2650441554485702,2.27
rs-pi,0.4,stacking,StackingRegressor,33.7333,3.8967,-0.378,2.5533
rs-pi,0.45,baseline,Mean,42.5,4.92,-0.0015987031905508875,2.42
rs-pi,0.45,baseline,Median,42.89,4.96,-0.020172720948707257,2.19
rs-pi,0.45,baseline,KNNImputer,42.5,4.92,-0.0015987031905508875,2.42
rs-pi,0.45,baseline,ForwardFill,48.55,5.62,-0.3072533347681594,2.71
rs-pi,0.45,baseline,BackwardFill,50.51,5.84,-0.4152335135425882,2.2
rs-pi,0.45,baseline,RollingMean,48.41,5.6,-0.29989546575246373,2.67
rs-pi,0.45,baseline,LinearInterpolation,40.8,4.72,0.07697302021315933,2.26
rs-pi,0.45,stacking,StackingRegressor,33.7333,3.8967,-0.378,2.5533
rs-pi,0.5,baseline,Mean,41.09,4.75,-0.004242845045465238,2.4
rs-pi,0.5,baseline,Median,41.33,4.78,-0.016099572196818235,2.13
rs-pi,0.5,baseline,KNNImputer,41.09,4.75,-0.004242845045465238,2.4
rs-pi,0.5,baseline,ForwardFill,46.75,5.41,-0.3003145761728705,2.59
rs-pi,0.5,baseline,BackwardFill,74.56,8.62,-2.306455313400698,2.66
rs-pi,0.5,baseline,RollingMean,48.76,5.64,-0.41427904127688353,2.64
rs-pi,0.5,baseline,LinearInterpolation,50.82,5.88,-0.5363709915345742,2.46
rs-pi,0.5,stacking,StackingRegressor,33.7333,3.8967,-0.378,2.5533
rs-pr,0.2,baseline,Mean,896.72,33.66,-0.035404660726177095,47.46
rs-pr,0.2,baseline,Median,945.34,35.49,-0.1507252491553368,50.71
rs-pr,0.2,baseline,KNNImputer,896.72,33.66,-0.035404660726177095,47.46
rs-pr,0.2,stacking,StackingRegressor,331.676,11.95,0.8113,8.462
rs-pr,0.25,baseline,Mean,875.08,31.97,-0.008363139848004186,44.65
rs-pr,0.25,baseline,Median,911.1,33.29,-0.09308298385916625,47.34
rs-pr,0.25,baseline,KNNImputer,875.08,31.97,-0.008363139848004186,44.65
rs-pr,0.25,stacking,StackingRegressor,257.2875,9.3025,0.8923,7.6125
rs-pr,0.3,baseline,Mean,860.02,31.47,-0.011407799783431427,44.82
rs-pr,0.3,baseline,Median,896.79,32.82,-0.09973817855704192,47.38
rs-pr,0.3,baseline,KNNImputer,860.02,31.47,-0.011407799783431427,44.82
rs-pr,0.3,stacking,StackingRegressor,275.33,9.85,0.8805,7.4767
rs-pr,0.35,baseline,Mean,858.42,31.2,-0.006748225944483099,44.68
rs-pr,0.35,baseline,Median,891.96,32.42,-0.08695572636407589,47.24
rs-pr,0.35,baseline,KNNImputer,858.42,31.2,-0.006748225944483099,44.68
rs-pr,0.35,stacking,StackingRegressor,275.33,9.85,0.8805,7.4767
rs-pr,0.4,baseline,Mean,830.18,29.99,-0.0032961026095805757,41.2
rs-pr,0.4,baseline,Median,863.33,31.19,-0.08501122811794048,43.76
rs-pr,0.4,baseline,KNNImputer,830.18,29.99,-0.0032961026095805757,41.2
rs-pr,0.4,stacking,StackingRegressor,275.33,9.85,0.8805,7.4767
rs-pr,0.45,baseline,Mean,854.09,31.14,-0.013396248920247489,43.41
rs-pr,0.45,baseline,Median,892.42,32.54,-0.1063883056902768,46.16
rs-pr,0.45,baseline,KNNImputer,854.09,31.14,-0.013396248920247489,43.41
rs-pr,0.45,stacking,StackingRegressor,275.33,9.85,0.8805,7.4767
rs-pr,0.5,baseline,Mean,845.93,30.54,-0.004048124986248958,41.61
rs-pr,0.5,baseline,Median,879.21,31.74,-0.0845976374237023,44.2
rs-pr,0.5,baseline,KNNImputer,845.93,30.54,-0.004048124986248958,41.61
rs-pr,0.5,stacking,StackingRegressor,275.33,9.85,0.8805,7.4767
rs-rj,0.2,baseline,Mean,835.74,20.7,-0.03344949776818895,27.04
rs-rj,0.2,baseline,Median,831.2,20.59,-0.02224351642398026,26.82
rs-rj,0.2,baseline,KNNImputer,835.74,20.7,-0.03344949776818895,27.04
rs-rj,0.2,stacking,StackingRegressor,411.262,10.504,0.796,11.61
rs-rj,0.25,baseline,Mean,823.55,20.34,-0.04761762462942376,25.12
rs-rj,0.25,baseline,Median,808.84,19.98,-0.01053208516166082,24.73
rs-rj,0.25,baseline,KNNImputer,823.55,20.34,-0.04761762462942376,25.12
rs-rj,0.25,stacking,StackingRegressor,464.0,11.745,0.6684,12.2925
rs-rj,0.3,baseline,Mean,832.72,20.57,-0.05367838453864082,24.56
rs-rj,0.3,baseline,Median,815.26,20.13,-0.009958245661226828,24.19
rs-rj,0.3,baseline,KNNImputer,832.72,20.57,-0.05367838453864082,24.56
rs-rj,0.3,stacking,StackingRegressor,432.29,11.04,0.7923,12.78
rs-rj,0.35,baseline,Mean,835.61,20.82,-0.03205448886201134,24.03
rs-rj,0.35,baseline,Median,834.0,20.78,-0.028079130532412178,24.12
rs-rj,0.35,baseline,KNNImputer,835.61,20.82,-0.03205448886201134,24.03
rs-rj,0.35,stacking,StackingRegressor,432.29,11.04,0.7923,12.78
rs-rj,0.4,baseline,Mean,928.39,23.46,-0.005334495262329764,32.97
rs-rj,0.4,baseline,Median,949.32,23.98,-0.051173082795689995,34.04
rs-rj,0.4,baseline,KNNImputer,928.39,23.46,-0.005334495262329764,32.97
rs-rj,0.4,stacking,StackingRegressor,432.29,11.04,0.7923,12.78
rs-rj,0.45,baseline,Mean,940.75,23.82,-0.0037335934235693813,32.62
rs-rj,0.45,baseline,Median,956.6,24.22,-0.037858231072458004,33.34
rs-rj,0.45,baseline,KNNImputer,940.75,23.82,-0.0037335934235693813,32.62
rs-rj,0.45,stacking,StackingRegressor,432.29,11.04,0.7923,12.78
rs-rj,0.5,baseline,Mean,949.7,24.02,-0.005952096590404299,31.93
rs-rj,0.5,baseline,Median,965.25,24.41,-0.03916015709146037,32.66
rs-rj,0.5,baseline,KNNImputer,949.7,24.02,-0.005952096590404299,31.93
rs-rj,0.5,stacking,StackingRegressor,432.29,11.04,0.7923,12.78
rs-rn,0.2,baseline,Mean,23.07,2.57,-0.28655780456929913,2.19
rs-rn,0.2,baseline,Median,23.66,2.64,-0.35339593322975316,2.25
rs-rn,0.2,baseline,KNNImputer,23.07,2.57,-0.28655780456929913,2.19
rs-rn,0.2,baseline,ForwardFill,20.57,2.29,-0.022689305841570695,1.15
rs-rn,0.2,baseline,BackwardFill,21.52,2.4,-0.11947566408478649,1.19
rs-rn,0.2,baseline,RollingMean,20.73,2.31,-0.03848563037706798,1.1
rs-rn,0.2,baseline,LinearInterpolation,20.58,2.29,-0.02395659853741372,1.11
rs-rn,0.25,baseline,Mean,21.72,2.41,-0.06396533605415966,2.09
rs-rn,0.25,baseline,Median,21.07,2.34,-0.0006086011491748256,1.94
rs-rn,0.25,baseline,KNNImputer,21.72,2.41,-0.06396533605415966,2.09
rs-rn,0.25,baseline,ForwardFill,19.47,2.16,0.1456363922294206,1.15
rs-rn,0.25,baseline,BackwardFill,19.44,2.16,0.14808172262186092,1.09
rs-rn,0.25,baseline,RollingMean,19.91,2.21,0.10623201462337772,1.21
rs-rn,0.25,baseline,LinearInterpolation,18.68,2.07,0.21338238447381264,1.04
rs-rn,0.25,stacking,StackingRegressor,21.0625,2.3025,-2.7814,1.96
rs-rn,0.3,baseline,Mean,20.63,2.29,-0.07947874061231497,1.97
rs-rn,0.3,baseline,Median,20.2,2.24,-0.035193134591355646,1.92
rs-rn,0.3,baseline,KNNImputer,20.63,2.29,-0.07947874061231497,1.97
rs-rn,0.3,baseline,ForwardFill,17.59,1.95,0.2154604462477392,0.97
rs-rn,0.3,baseline,BackwardFill,17.88,1.98,0.1895323649255617,1.01
rs-rn,0.3,baseline,RollingMean,18.04,2.0,0.17450726361770807,1.03
rs-rn,0.3,baseline,LinearInterpolation,17.2,1.91,0.24962822864478074,0.95
rs-rn,0.3,stacking,StackingRegressor,26.7533,2.9067,-7.0071,2.7633
rs-rn,0.35,baseline,Mean,20.53,2.28,-0.07214815096355887,1.99
rs-rn,0.35,baseline,Median,20.1,2.23,-0.02782398248705853,1.95
rs-rn,0.35,baseline,KNNImputer,20.53,2.28,-0.07214815096355887,1.99
rs-rn,0.35,baseline,ForwardFill,17.06,1.89,0.26007938667340236,1.03
rs-rn,0.35,baseline,BackwardFill,16.58,1.84,0.30088427856008404,0.9
rs-rn,0.35,baseline,RollingMean,17.09,1.89,0.2571216134838096,1.04
rs-rn,0.35,baseline,LinearInterpolation,16.29,1.81,0.32538249317160206,0.93
rs-rn,0.35,stacking,StackingRegressor,26.7533,2.9067,-7.0071,2.7633
rs-rn,0.4,baseline,Mean,20.46,2.27,-0.1859328382013241,2.01
rs-rn,0.4,baseline,Median,24.58,2.73,-0.7114701135313115,2.34
rs-rn,0.4,baseline,KNNImputer,20.46,2.27,-0.1859328382013241,2.01
rs-rn,0.4,baseline,ForwardFill,15.93,1.77,0.28128942629524667,0.95
rs-rn,0.4,baseline,BackwardFill,15.45,1.72,0.3235561649645926,0.81
rs-rn,0.4,baseline,RollingMean,15.95,1.77,0.2789445096894989,0.96
rs-rn,0.4,baseline,LinearInterpolation,15.19,1.69,0.34630492208028874,0.85
rs-rn,0.4,stacking,StackingRegressor,26.7533,2.9067,-7.0071,2.7633
rs-rn,0.45,baseline,Mean,21.08,2.34,-0.2537365652106278,2.1
rs-rn,0.45,baseline,Median,28.31,3.14,-1.2601001312587425,2.65
rs-rn,0.45,baseline,KNNImputer,21.08,2.34,-0.2537365652106278,2.1
rs-rn,0.45,baseline,ForwardFill,15.17,1.68,0.35128964904853865,0.91
rs-rn,0.45,baseline,BackwardFill,14.61,1.62,0.3978575078565343,0.76
rs-rn,0.45,baseline,RollingMean,15.17,1.68,0.3508030499864586,0.91
rs-rn,0.45,baseline,LinearInterpolation,14.4,1.6,0.41545719315747276,0.8
rs-rn,0.45,stacking,StackingRegressor,26.7533,2.9067,-7.0071,2.7633
rs-rn,0.5,baseline,Mean,20.83,2.31,-0.2754422954733833,2.07
rs-rn,0.5,baseline,Median,28.12,3.12,-1.3242258001462925,2.62
rs-rn,0.5,baseline,KNNImputer,20.83,2.31,-0.2754422954733833,2.07
rs-rn,0.5,baseline,ForwardFill,17.53,1.95,0.09673832725125031,1.15
rs-rn,0.5,baseline,BackwardFill,13.84,1.54,0.4372114329888843,0.7
rs-rn,0.5,baseline,RollingMean,17.44,1.94,0.10568672686212954,1.13
rs-rn,0.5,baseline,LinearInterpolation,14.87,1.65,0.3504804962383876,0.88
rs-rn,0.5,stacking,StackingRegressor,26.7533,2.9067,-7.0071,2.7633
rs-ro,0.2,baseline,Mean,48.06,5.41,-0.01914550704545359,3.35
rs-ro,0.2,baseline,Median,48.48,5.46,-0.03717981952793026,2.49
rs-ro,0.2,baseline,KNNImputer,48.06,5.41,-0.01914550704545359,3.35
rs-ro,0.2,baseline,ForwardFill,112.23,12.64,-4.558511370308277,4.36
rs-ro,0.2,baseline,BackwardFill,48.74,5.49,-0.04817599168389597,2.89
rs-ro,0.2,baseline,RollingMean,80.5,9.06,-1.8592133231966543,3.57
rs-ro,0.2,baseline,LinearInterpolation,59.82,6.74,-0.5790881596864592,3.01
rs-ro,0.2,stacking,StackingRegressor,39.556,4.524,0.2516,56.476
rs-ro,0.25,baseline,Mean,45.7,5.15,-0.019006571975881625,3.27
rs-ro,0.25,baseline,Median,46.3,5.22,-0.04574421459006439,2.44
rs-ro,0.25,baseline,KNNImputer,45.7,5.15,-0.019006571975881625,3.27
rs-ro,0.25,baseline,ForwardFill,102.57,11.56,-4.132924571081623,4.12
rs-ro,0.25,baseline,BackwardFill,76.7,8.64,-1.870556996218029,3.23
rs-ro,0.25,baseline,RollingMean,90.26,10.17,-2.9750058569641267,3.69
rs-ro,0.25,baseline,LinearInterpolation,63.11,7.11,-0.9432811465313276,3.15
rs-ro,0.25,stacking,StackingRegressor,52.7875,6.0775,0.1725,119.3525
rs-ro,0.3,baseline,Mean,43.63,4.92,-0.02532172457327153,3.2
rs-ro,0.3,baseline,Median,44.13,4.97,-0.049044698835662315,2.37
rs-ro,0.3,baseline,KNNImputer,43.63,4.92,-0.02532172457327153,3.2
rs-ro,0.3,baseline,ForwardFill,94.11,10.6,-3.7716378342284456,3.74
rs-ro,0.3,baseline,BackwardFill,72.31,8.15,-1.816463580297225,3.24
rs-ro,0.3,baseline,RollingMean,88.21,9.94,-3.192176599631531,3.61
rs-ro,0.3,baseline,LinearInterpolation,58.97,6.64,-0.8731539495901333,3.0
rs-ro,0.3,stacking,StackingRegressor,32.66,3.7267,0.7368,77.3467
rs-ro,0.35,baseline,Mean,41.26,4.65,-0.04076248384516035,3.07
rs-ro,0.35,baseline,Median,41.47,4.67,-0.051008492150312,2.2
rs-ro,0.35,baseline,KNNImputer,41.26,4.65,-0.04076248384516035,3.07
rs-ro,0.35,baseline,ForwardFill,90.67,10.21,-4.0255008128408525,3.63
rs-ro,0.35,baseline,BackwardFill,75.87,8.54,-2.518439029278988,3.23
rs-ro,0.35,baseline,RollingMean,85.64,9.64,-3.483055609397991,3.61
rs-ro,0.35,baseline,LinearInterpolation,57.51,6.48,-1.0219028363428388,2.9
rs-ro,0.35,stacking,StackingRegressor,32.66,3.7267,0.7368,77.3467
rs-ro,0.4,baseline,Mean,39.68,4.46,-0.06903344580245152,3.04
rs-ro,0.4,baseline,Median,39.3,4.42,-0.0484684417875445,2.07
rs-ro,0.4,baseline,KNNImputer,39.68,4.46,-0.06903344580245152,3.04
rs-ro,0.4,baseline,ForwardFill,93.44,10.51,-4.928148736838181,3.77
rs-ro,0.4,baseline,BackwardFill,73.26,8.24,-2.6436895062674783,3.25
rs-ro,0.4,baseline,RollingMean,89.38,10.06,-4.424479385767258,3.77
rs-ro,0.4,baseline,LinearInterpolation,57.79,6.5,-1.267354625317998,3.0
rs-ro,0.4,stacking,StackingRegressor,32.66,3.7267,0.7368,77.3467
rs-ro,0.45,baseline,Mean,43.5,4.9,-0.0350275785999159,3.22
rs-ro,0.45,baseline,Median,43.93,4.95,-0.05543616529323048,2.33
rs-ro,0.45,baseline,KNNImputer,43.5,4.9,-0.0350275785999159,3.22
rs-ro,0.45,baseline,ForwardFill,88.29,9.95,-3.2634428694675304,3.52
rs-ro,0.45,baseline,BackwardFill,72.34,8.15,-1.8621406711147452,3.3
rs-ro,0.45,baseline,RollingMean,84.42,9.51,-2.8976075244113,3.49
rs-ro,0.45,baseline,LinearInterpolation,55.34,6.24,-0.675102143553078,2.86
rs-ro,0.45,stacking,StackingRegressor,32.66,3.7267,0.7368,77.3467
rs-ro,0.5,baseline,Mean,63.46,7.17,-0.002695482049622777,247.08
rs-ro,0.5,baseline,Median,64.65,7.31,-0.04081348598873347,250.76
rs-ro,0.5,baseline,KNNImputer,63.46,7.17,-0.002695482049622777,247.08
rs-ro,0.5,baseline,ForwardFill,105.16,11.89,-1.753433549710282,256.28
rs-ro,0.5,baseline,BackwardFill,71.75,8.11,-0.2816607256593231,250.86
rs-ro,0.5,baseline,RollingMean,101.92,11.52,-1.5862551528427917,256.21
rs-ro,0.5,baseline,LinearInterpolation,73.63,8.32,-0.34986901747655486,253.15
rs-ro,0.5,stacking,StackingRegressor,32.66,3.7267,0.7368,77.3467
rs-rr,0.2,baseline,Mean,226.46,35.3,-0.0007092410574067731,515.41
rs-rr,0.2,baseline,Median,231.53,36.09,-0.04601973652481495,558.76
rs-rr,0.2,baseline,KNNImputer,226.46,35.3,-0.0007092410574067731,515.41
rs-rr,0.2,baseline,ForwardFill,280.44,43.72,-0.5346988982640559,96.77
rs-rr,0.2,baseline,BackwardFill,305.58,47.64,-0.8221278228026014,320.4
rs-rr,0.2,baseline,RollingMean,260.02,40.54,-0.31928789105113187,104.22
rs-rr,0.2,baseline,LinearInterpolation,256.23,39.94,-0.2810963828741526,238.7
rs-rr,0.2,stacking,StackingRegressor,57.626,8.898,0.9239,54.818
rs-rr,0.25,baseline,Mean,221.83,34.54,-0.001135750467849972,420.3
rs-rr,0.25,baseline,Median,226.56,35.28,-0.04423908234166252,455.05
rs-rr,0.25,baseline,KNNImputer,221.83,34.54,-0.001135750467849972,420.3
rs-rr,0.25,baseline,ForwardFill,271.19,42.23,-0.49617734739715824,83.23
rs-rr,0.25,baseline,BackwardFill,298.77,46.52,-0.8159844239164733,264.86
rs-rr,0.25,baseline,RollingMean,258.4,40.23,-0.35839091954946567,91.2
rs-rr,0.25,baseline,LinearInterpolation,243.69,37.94,-0.20820144232137094,196.89
rs-rr,0.25,stacking,StackingRegressor,55.0225,8.495,0.9298,43.5675
rs-rr,0.3,baseline,Mean,223.69,34.68,-0.00290123002730569,362.97
rs-rr,0.3,baseline,Median,227.18,35.22,-0.03438300867575661,392.35
rs-rr,0.3,baseline,KNNImputer,223.69,34.68,-0.00290123002730569,362.97
rs-rr,0.3,baseline,ForwardFill,276.66,42.89,-0.5340998413972136,420.98
rs-rr,0.3,baseline,BackwardFill,293.63,45.52,-0.7280212042325362,231.96
rs-rr,0.3,baseline,RollingMean,273.47,42.39,-0.4988835864875487,427.8
rs-rr,0.3,baseline,LinearInterpolation,244.73,37.94,-0.20044425427609114,274.29
rs-rr,0.3,stacking,StackingRegressor,51.21,8.02,0.9424,45.8467
rs-rr,0.35,baseline,Mean,222.03,34.64,-0.0009233129445431754,324.29
rs-rr,0.35,baseline,Median,226.63,35.35,-0.04279154335910862,350.06
rs-rr,0.35,baseline,KNNImputer,222.03,34.64,-0.0009233129445431754,324.29
rs-rr,0.35,baseline,ForwardFill,267.9,41.79,-0.45724506003378473,368.3
rs-rr,0.35,baseline,BackwardFill,286.45,44.69,-0.6659564901485144,210.25
rs-rr,0.35,baseline,RollingMean,269.38,42.02,-0.47337777820432336,378.36
rs-rr,0.35,baseline,LinearInterpolation,238.15,37.15,-0.1514985960741282,244.3
rs-rr,0.35,stacking,StackingRegressor,51.21,8.02,0.9424,45.8467
rs-rr,0.4,baseline,Mean,216.43,33.65,-0.0025213039965994444,286.36
rs-rr,0.4,baseline,Median,220.49,34.28,-0.04046995432574563,309.74
rs-rr,0.4,baseline,KNNImputer,216.43,33.65,-0.0025213039965994444,286.36
rs-rr,0.4,baseline,ForwardFill,268.73,41.78,-0.5455403862307191,326.75
rs-rr,0.4,baseline,BackwardFill,282.54,43.93,-0.7085101281588715,181.49
rs-rr,0.4,baseline,RollingMean,268.08,41.68,-0.5381240345214482,335.51
rs-rr,0.4,baseline,LinearInterpolation,233.35,36.28,-0.1653510846342956,214.12
rs-rr,0.4,stacking,StackingRegressor,51.21,8.02,0.9424,45.8467
rs-rr,0.45,baseline,Mean,217.94,34.12,-0.0003083246532380457,263.14
rs-rr,0.45,baseline,Median,223.68,35.02,-0.053672445704210814,284.71
rs-rr,0.45,baseline,KNNImputer,217.94,34.12,-0.0003083246532380457,263.14
rs-rr,0.45,baseline,ForwardFill,276.66,43.31,-0.6119594724309771,301.32
rs-rr,0.45,baseline,BackwardFill,281.65,44.09,-0.6705446929631693,301.55
rs-rr,0.45,baseline,RollingMean,274.31,42.95,-0.5846628997542025,308.36
rs-rr,0.45,baseline,LinearInterpolation,243.27,38.09,-0.24631984865567813,296.92
rs-rr,0.45,stacking,StackingRegressor,51.21,8.02,0.9424,45.8467
rs-rr,0.5,baseline,Mean,216.83,33.8,-0.0019580395852161203,239.55
rs-rr,0.5,baseline,Median,221.27,34.5,-0.04341066411341288,259.12
rs-rr,0.5,baseline,KNNImputer,216.83,33.8,-0.0019580395852161203,239.55
rs-rr,0.5,baseline,ForwardFill,271.36,42.31,-0.5693753063005877,273.83
rs-rr,0.5,baseline,BackwardFill,281.47,43.88,-0.6884445304114506,275.12
rs-rr,0.5,baseline,RollingMean,268.2,41.81,-0.532953561677886,279.76
rs-rr,0.5,baseline,LinearInterpolation,241.34,37.63,-0.2413639696875478,269.86
rs-rr,0.5,stacking,StackingRegressor,51.21,8.02,0.9424,45.8467
rs-sc,0.2,baseline,Mean,737.54,27.99,-0.0008145831851031904,32.49
rs-sc,0.2,baseline,Median,763.83,28.99,-0.07341295100313916,33.8
rs-sc,0.2,baseline,KNNImputer,737.54,27.99,-0.0008145831851031904,32.49
rs-sc,0.2,baseline,BackwardFill,930.32,35.31,-0.5923567339931752,35.54
rs-sc,0.2,baseline,RollingMean,978.76,37.15,-0.7625174361828062,38.81
rs-sc,0.2,baseline,LinearInterpolation,866.35,32.88,-0.3809005796926783,34.83
rs-sc,0.2,stacking,StackingRegressor,158.644,6.09,0.9474,5.2
rs-sc,0.25,baseline,Mean,747.68,28.82,-0.0017180720478178202,33.62
rs-sc,0.25,baseline,Median,785.37,30.27,-0.10525447876391669,35.39
rs-sc,0.25,baseline,KNNImputer,747.68,28.82,-0.0017180720478178202,33.62
rs-sc,0.25,baseline,BackwardFill,943.76,36.38,-0.5960014834800311,37.59
rs-sc,0.25,baseline,RollingMean,958.1,36.93,-0.6448812886179305,38.97
rs-sc,0.25,baseline,LinearInterpolation,865.5,33.36,-0.3422813321854177,36.61
